embedding1,embedding2,embedding3,embedding4,f1_score,mae,accuracy,precision,recall,dataset,target
gpt_graphconv,onsite_sage,onsite_graphconv,articles,0.8886616161616162,0.17777777777777778,0.8888888888888888,0.912280701754386,0.8893557422969187,small,bias
gpt_graphconv,onsite_sage,onsite_graphconv,wiki,0.6406349206349207,0.5333333333333333,0.6444444444444445,0.6687756687756687,0.6442577030812325,small,bias
gpt_graphconv,onsite_sage,articles,wiki,0.8848534977567236,0.2,0.8888888888888888,0.8937908496732025,0.8851540616246498,small,bias
gpt_graphconv,onsite_graphconv,articles,wiki,0.911304787166856,0.1111111111111111,0.9111111111111111,0.9185185185185185,0.9089635854341737,small,bias
alexa_resgatedconv,alexa_graphconv,onsite_sage,onsite_graphconv,0.5780228758169935,0.5333333333333333,0.5777777777777777,0.596078431372549,0.57703081232493,small,bias
alexa_resgatedconv,alexa_graphconv,onsite_sage,articles,0.9118589743589743,0.13333333333333333,0.9111111111111111,0.9259259259259259,0.9131652661064426,small,bias
alexa_resgatedconv,alexa_graphconv,onsite_sage,wiki,0.7897435897435897,0.26666666666666666,0.8,0.8241545893719806,0.7857142857142857,small,bias
alexa_resgatedconv,alexa_graphconv,onsite_graphconv,articles,0.7272548358074674,0.4444444444444444,0.7555555555555555,0.8533333333333334,0.7464985994397759,small,bias
alexa_resgatedconv,alexa_graphconv,onsite_graphconv,wiki,0.7166666666666667,0.4,0.7333333333333333,0.7256578947368421,0.7226890756302521,small,bias
alexa_resgatedconv,alexa_graphconv,articles,wiki,0.869281045751634,0.2127659574468085,0.8723404255319149,0.8702731092436974,0.873249299719888,small,bias
alexa_resgatedconv,onsite_sage,onsite_graphconv,articles,0.8400362318840581,0.26666666666666666,0.8444444444444444,0.8888888888888888,0.8417366946778712,small,bias
alexa_resgatedconv,onsite_sage,onsite_graphconv,wiki,0.7100905457215108,0.37777777777777777,0.7333333333333333,0.7453703703703703,0.7142857142857143,small,bias
alexa_resgatedconv,onsite_sage,articles,wiki,0.9077971836592527,0.15555555555555556,0.9111111111111111,0.9079365079365079,0.9089635854341737,small,bias
alexa_resgatedconv,onsite_graphconv,articles,wiki,0.8682048984468339,0.2,0.8666666666666667,0.8817663817663819,0.8697478991596639,small,bias
